"goal","amount_pledged","backer_count","comment_count","update_coun","has_video","body_length","body_image_count","body_video_count","raw_location","currency","end_date","start_date","status","category","subcategory"
32850,0,0,0,0,1,1871,0,0,"Arlington Heights, IL","USD",2014-12-05,2014-11-05,3,"technology","Software"
6000,6552,93,5,12,0,4365,6,0,"Los Angeles, CA","USD",2011-12-10,2011-10-11,6,"comics","Comics"
90000,0,0,0,0,0,609,0,0,"Christchurch, NZ","NZD",2014-11-29,2014-09-30,3,"food","Food"
1000,1762,34,0,16,1,3214,5,0,"Grand Rapids, MI","USD",2013-09-18,2013-09-03,6,"photography","Photography"
50000,51350,58,0,13,1,5664,5,0,"Oslo, Norway","NOK",2014-11-23,2014-10-24,6,"film & video","Documentary"
250000,10,1,0,0,0,408,0,0,"Philadelphia, PA","USD",2015-06-06,2015-04-07,3,"food","Restaurants"
1200,1201,18,2,14,1,2096,3,0,"Erie, PA","USD",2015-01-19,2014-12-20,6,"art","Public Art"
3500,10,1,0,0,1,462,0,0,"London, UK","GBP",2014-09-11,2014-08-12,3,"theater","Plays"
4000,5270,113,0,11,1,4292,10,2,"Washington, DC","USD",2014-12-15,2014-11-15,6,"film & video","Narrative Film"
30000,4299,118,10,4,1,3587,0,1,"Sarasota, FL","USD",2013-09-26,2013-08-27,3,"technology","Software"
15000,208853,1909,162,31,1,3206,8,0,"Dallas, TX","USD",2011-09-01,2011-07-12,6,"design","Product Design"
500,525,22,2,8,0,620,0,0,"San Francisco, CA","USD",2011-06-13,2011-04-22,6,"comics","Comics"
1200,1225,22,0,0,1,0,0,0,"London, UK","GBP",2016-06-13,2016-05-14,6,"music","Indie Rock"
25000,11,3,0,1,0,307,0,0,"Saco, ME","USD",2015-04-30,2015-03-23,3,"food","Farms"
110000,4,2,1,0,0,1060,2,0,"London, UK","GBP",2016-01-28,2015-12-04,3,"film & video","Documentary"
15000,16008,240,28,2,0,2182,19,0,"Huntley, IL","USD",2015-08-17,2015-07-08,6,"games","Playing Cards"
50000,200,4,0,0,1,555,1,0,"Stockton, CA","USD",2013-07-05,2013-06-05,3,"art","Mixed Media"
85000,9137,6,3,1,1,5539,16,2,"San Francisco, CA","USD",2015-09-28,2015-08-19,1,"design","Product Design"
15500,18517,318,3,9,1,6578,12,0,"Louisville, KY","USD",2013-08-22,2013-07-15,6,"film & video","Narrative Film"
1500,220,4,0,0,0,1097,0,0,"Klamath Falls, OR","USD",2013-11-18,2013-10-24,3,"crafts","Crafts"
1500,594,18,5,9,1,1853,0,0,"New York, NY","USD",2011-08-01,2011-06-16,3,"publishing","Nonfiction"
2000,601,10,1,0,1,3112,0,0,"New York, NY","USD",2011-11-26,2011-09-27,1,"music","Music"
3500,3646,69,2,3,1,1690,0,0,"Lansing, MI","USD",2016-05-31,2016-05-01,6,"music","Music"
5000,5000,43,0,6,0,2135,0,0,"Asheville, NC","USD",2011-08-16,2011-06-17,6,"music","Country & Folk"
10000,896,16,0,3,1,2340,0,0,"Toronto, Canada","USD",2010-11-15,2010-09-16,3,"film & video","Documentary"
1500,8194,313,2,2,1,0,0,0,"San Francisco, CA","USD",2016-06-29,2016-06-06,6,"art","Public Art"
50000,53073,400,8,13,1,3965,9,0,"San Francisco, CA","USD",2012-11-11,2012-10-12,6,"food","Food"
400,415,12,0,1,1,2154,0,0,"Chicago, IL","USD",2012-05-27,2012-04-27,6,"music","Indie Rock"
9000,10015,124,1,11,1,6858,0,0,"Boston, MA","USD",2013-08-30,2013-07-31,6,"music","Rock"
200,1038,25,7,1,0,2432,2,0,"Somerville, MA","USD",2015-02-17,2015-01-03,6,"food","Small Batch"
3500,110,2,0,0,1,0,0,0,"Chicago, IL","USD",2011-05-21,2011-03-21,3,"music","Music"
8700,10,1,0,0,0,1101,0,0,"London, UK","GBP",2016-01-31,2015-12-21,3,"photography","Fine Art"
275000,1213,11,0,1,1,3254,6,0,"Collingwood, Canada","CAD",2015-09-27,2015-08-25,3,"design","Product Design"
2500,617,41,3,1,1,1970,8,0,"London, UK","GBP",2013-11-19,2013-10-20,3,"art","Illustration"
7500,1465,15,0,0,0,3239,0,0,"San Francisco, CA","USD",2012-08-02,2012-07-13,3,"music","Music"
150000,0,0,0,0,0,869,0,0,"Landau, Germany","EUR",2015-07-09,2015-06-09,3,"design","Design"
10000,10247,104,16,26,1,15825,25,0,"Washington, DC","USD",2014-03-20,2014-02-24,6,"games","Video Games"
3500,25,1,0,0,0,1225,2,0,"Ringwood, AU","AUD",2014-12-21,2014-11-21,3,"crafts","Candles"
125,0,0,0,0,0,177,0,0,"New Orleans, LA","USD",2011-11-29,2011-10-30,3,"music","Rock"
25000,8429,55,16,5,1,3526,18,2,"Jupiter, FL","USD",2013-05-29,2013-04-29,3,"design","Product Design"
3000,3475,38,0,1,1,5299,2,0,"Macomb, MI","USD",2013-05-19,2013-04-19,6,"film & video","Shorts"
4000,1187,10,0,1,1,1622,2,0,"Los Angeles, CA","USD",2014-06-27,2014-04-28,3,"technology","DIY Electronics"
28000,535,11,0,2,1,0,0,0,"Vancouver, Canada","CAD",2016-07-30,2016-06-15,3,"film & video","Webseries"
12000,52,3,2,1,0,1041,0,0,"Conshohocken, PA","USD",2014-12-13,2014-11-13,3,"food","Small Batch"
540,127,7,2,0,1,2430,0,0,"Orlando, FL","USD",2012-04-26,2012-03-27,3,"film & video","Animation"
30000,0,0,0,0,0,1078,0,0,"Ellesmere, Canada","GBP",2015-04-01,2015-03-02,3,"journalism","Print"
50000,1811,33,0,1,1,5040,7,0,"Charleston, WV","USD",2015-10-01,2015-09-01,3,"film & video","Webseries"
10000,3076,49,0,5,1,2180,0,0,"Niland, CA","USD",2011-06-25,2011-05-26,3,"publishing","Nonfiction"
10000,0,0,0,0,0,460,0,0,"Ciales, Puerto Rico","USD",2011-04-08,2011-03-09,1,"music","Music"
8,8,1,0,0,0,921,0,0,"Ocala, FL","USD",2012-06-02,2012-04-03,1,"publishing","Nonfiction"
7500,12,3,0,1,1,1792,0,0,"Witney, UK","GBP",2014-09-23,2014-08-09,3,"technology","Apps"
35000,521,6,0,2,0,1286,0,0,"Seattle, WA","USD",2012-07-28,2012-05-29,3,"games","Video Games"
2160,100,1,0,0,1,1545,0,0,"Chicago, IL","USD",2011-07-10,2011-05-26,3,"music","Music"
700,1131,17,0,1,1,918,0,0,"Santa Barbara, CA","USD",2012-02-02,2012-01-24,6,"film & video","Shorts"
2160,2345,68,2,1,1,608,0,0,"Branson, MO","USD",2015-03-07,2015-02-24,6,"music","Indie Rock"
25000,NA,NA,0,0,0,286,0,0,"Gulfport, MS","USD",2016-09-24,2016-07-31,3,"games","Video Games"
35000,285,5,0,0,0,1214,0,0,"Boston, MA","USD",2014-06-15,2014-05-01,3,"food","Food"
2400,70,3,0,1,1,1367,6,0,"Cleveland, TN","USD",2012-07-01,2012-06-01,3,"comics","Comics"
25000,1777,68,8,1,1,2489,5,1,"Chicago, IL","USD",2014-07-06,2014-05-14,3,"design","Product Design"
15300,9843,189,12,6,1,0,0,0,"Boston, MA","USD",2016-07-28,2016-06-23,3,"design","Design"
130,26,3,0,0,0,1120,0,0,"Warwick, RI","USD",2013-12-05,2013-11-05,3,"publishing","Radio & Podcasts"
55725,99,5,0,1,1,4605,13,0,"Manassas, VA","USD",2014-03-27,2014-02-25,3,"art","Painting"
800,0,0,1,0,1,2228,16,0,"Leeds, UK","GBP",2013-11-16,2013-10-17,1,"games","Games"
5500,6252,126,2,0,1,2109,0,0,"Manhattan, NY","USD",2015-10-16,2015-09-16,6,"music","Pop"
100000,1704,13,0,0,1,1511,8,0,"Port Orange, FL","USD",2015-07-19,2015-06-25,1,"technology","Hardware"
2000,2000,9,0,0,1,1161,0,0,"New York, NY","USD",2010-07-20,2010-07-04,6,"art","Performance Art"
1600,1715,31,1,3,1,1583,0,0,"Grand Rapids, MI","USD",2013-06-30,2013-05-24,6,"music","Rock"
30000,6426,78,4,6,1,2629,1,0,"Los Angeles, CA","USD",2014-08-15,2014-07-16,3,"film & video","Documentary"
355000,11865,37,0,0,0,15970,14,2,"Washington, DC","USD",2013-01-25,2012-12-07,3,"technology","Technology"
11400,NA,NA,0,0,1,775,0,0,"Cadiz, Spain","EUR",2016-09-30,2016-08-31,3,"crafts","Crafts"
30000,230,8,0,1,1,1094,0,0,"Nampa, ID","USD",2014-06-19,2014-05-20,3,"food","Food"
100,100,1,0,0,0,1189,4,0,"Santiago, Chile","USD",2014-12-13,2014-12-01,6,"photography","People"
7000,7255,37,0,2,1,1909,14,0,"Sydney, AU","AUD",2015-09-24,2015-08-25,6,"fashion","Jewelry"
3000,4000,67,2,18,1,1883,0,0,"Minneapolis, MN","USD",2011-11-16,2011-09-29,6,"music","Music"
3000,350,3,1,0,1,3629,17,0,"St. Louis, MO","USD",2013-10-31,2013-10-01,3,"fashion","Fashion"
2800,2889,57,4,6,0,1570,9,0,"Calgary, Canada","CAD",2015-04-08,2015-03-25,6,"comics","Comics"
50000,NA,NA,0,1,1,9,10,0,"Johannesburg, South Africa","USD",2016-09-28,2016-08-29,3,"design","Product Design"
66000,31,3,0,0,1,2728,12,0,"Mill Creek, WA","USD",2014-05-07,2014-04-07,3,"games","Video Games"
10000,15740,129,2,1,0,0,0,0,"Los Angeles, CA","USD",2016-07-18,2016-06-12,6,"photography","Photography"
2000,17372,597,58,22,1,18078,44,1,"Haddonfield, NJ","USD",2015-02-09,2015-01-13,6,"games","Tabletop Games"
4000,0,0,0,0,1,1109,0,0,"Snellville, GA","USD",2016-05-31,2016-05-01,1,"music","Faith"
20000,40,1,0,0,0,971,0,0,"New York, NY","USD",2013-08-16,2013-06-18,3,"publishing","Nonfiction"
2500,25,1,0,5,1,3506,0,0,"Chesapeake, VA","USD",2012-06-20,2012-05-21,3,"publishing","Fiction"
500,525,3,0,0,0,2426,2,5,"Pittsburgh, PA","USD",2015-12-06,2015-11-17,6,"art","Sculpture"
5500,170,7,0,0,0,1899,0,0,"Champlin, MN","USD",2013-09-08,2013-08-09,3,"theater","Theater"
200000,NA,NA,0,0,1,2680,1,0,"Stockholm, Sweden","SEK",2016-09-24,2016-08-15,3,"technology","Technology"
10000,13175,98,3,8,1,1633,0,0,"Las Vegas, NV","USD",2011-06-30,2011-05-30,6,"art","Public Art"
25000,27554,337,25,16,1,5147,9,0,"Philadelphia, PA","USD",2011-04-21,2011-03-16,6,"film & video","Documentary"
1500,0,0,0,0,1,123,0,0,"Tacoma, WA","USD",2016-04-28,2016-04-13,3,"music","Rock"
800,840,34,0,3,1,867,0,0,"York, UK","GBP",2013-02-03,2013-01-04,6,"theater","Theater"
1000,31,4,0,0,0,2583,0,0,"Charlotte, NC","USD",2014-09-12,2014-07-15,3,"journalism","Photo"
800,0,0,0,0,0,1952,0,0,"Kansas City, MO","USD",2012-09-19,2012-08-20,1,"music","Music"
7500,14362,253,0,26,1,2114,17,4,"Atlanta, GA","USD",2014-06-20,2014-05-21,6,"music","Music"
4500,4742,105,13,11,1,1064,0,0,"Cranston, RI","USD",2012-06-08,2012-05-09,6,"music","Pop"
700,800,18,1,9,1,2320,0,0,"Lynnwood, WA","USD",2012-11-13,2012-09-14,6,"publishing","Art Books"
8850,2350,38,0,0,1,3504,0,0,"Dallas, TX","USD",2013-01-20,2012-12-30,3,"publishing","Publishing"
12000,0,0,0,0,0,496,0,0,"Oak Ridge, TN","USD",2015-11-05,2015-10-06,3,"publishing","Publishing"
7000,152,7,2,1,1,1364,0,0,"","USD",2010-07-09,2010-05-25,3,"music","Music"
800,1020,16,1,9,1,756,0,0,"Brooklyn, NY","USD",2014-10-28,2014-10-06,6,"dance","Performances"
82500,7458,152,34,1,1,0,0,0,"Hockessin, DE","USD",2016-07-04,2016-05-05,3,"technology","Sound"
1500,20,1,0,0,0,57,0,0,"Warren, OH","USD",2015-06-09,2015-05-15,3,"technology","Software"
5000,405,9,0,3,1,10191,2,0,"Denver, CO","USD",2013-09-21,2013-08-22,1,"film & video","Webseries"
600,846,16,1,5,1,1435,1,0,"Shelton, CT","USD",2013-07-23,2013-07-11,6,"film & video","Shorts"
3500,4187,70,0,9,1,4432,8,0,"Huntington Beach, CA","USD",2015-05-19,2015-04-19,6,"publishing","Art Books"
10000,10,1,0,0,0,9891,0,0,"Austin, TX","USD",2015-08-01,2015-06-02,3,"publishing","Academic"
6000,6056,26,0,7,1,2010,2,0,"Cincinnati, OH","USD",2015-05-11,2015-04-14,6,"photography","Fine Art"
1500,0,0,0,0,0,830,0,0,"Columbus, OH","USD",2014-08-07,2014-07-08,1,"publishing","Fiction"
18000,35,2,0,1,1,599,0,0,"Boston, MA","USD",2012-10-10,2012-09-10,3,"publishing","Fiction"
5000,15,1,0,0,0,3303,13,0,"Brooklyn, NY","USD",2015-06-25,2015-05-26,3,"fashion","Ready-to-wear"
4000,4192,41,1,3,1,6033,1,3,"London, UK","GBP",2013-07-20,2013-06-20,6,"film & video","Documentary"
5000,0,0,0,0,1,555,0,0,"New York, NY","USD",2010-10-01,2010-07-30,3,"film & video","Shorts"
100000,194444,501,114,26,1,4725,9,2,"San Francisco, CA","USD",2013-06-16,2013-05-17,6,"technology","Technology"
10000,5,1,0,0,0,503,0,0,"Providence, RI","USD",2015-11-20,2015-09-21,3,"comics","Comic Books"
2500,3620,17,0,0,1,2078,6,0,"Melbourne, AU","AUD",2015-09-01,2015-07-24,6,"film & video","Narrative Film"
7500,2789,100,9,0,0,581,0,0,"Long Island, NY","USD",2011-06-13,2011-05-13,1,"theater","Theater"
500,40,1,0,0,0,751,0,0,"Atlanta, GA","USD",2015-02-26,2015-01-27,1,"music","Metal"
5500,0,0,0,0,0,1672,0,0,"Greater Manchester, UK","GBP",2014-09-04,2014-07-06,1,"publishing","Publishing"
10000,1031,18,0,1,0,5714,0,0,"Brooklyn, NY","USD",2012-06-02,2012-04-03,3,"film & video","Documentary"
2000,675,11,1,0,0,676,0,0,"Minneapolis, MN","USD",2016-03-21,2016-01-21,1,"design","Graphic Design"
3200,17,1,0,0,1,1003,0,0,"Studio City, Los Angeles, CA","USD",2013-01-26,2012-12-27,3,"publishing","Children's Books"
3000,3485,52,0,8,1,4738,1,4,"Arlington, MA","USD",2013-08-25,2013-07-26,6,"music","Rock"
50000,2819,37,1,2,1,0,0,0,"Arlington, VA","USD",2016-05-10,2016-03-11,1,"film & video","Documentary"
9500,58,2,0,1,0,935,5,0,"Houston, TX","USD",2014-12-15,2014-11-24,1,"fashion","Childrenswear"
125000,0,0,0,0,1,1389,1,0,"Clarksville, TN","USD",2015-10-30,2015-10-09,1,"technology","Apps"
1300,2125,34,0,12,1,1137,4,0,"Vilnius, Lithuania","GBP",2014-11-10,2014-10-01,6,"film & video","Drama"
16700,18031,211,26,24,1,3382,6,3,"Los Angeles, CA","USD",2012-09-22,2012-08-29,6,"publishing","Art Books"
3000,4281,62,36,31,1,3582,1,0,"Great Falls, MT","USD",2012-09-24,2012-08-15,6,"games","Games"
5000,5163,99,0,10,1,2653,1,2,"Reno, NV","USD",2014-01-10,2013-12-11,6,"music","Music"
200,290,9,2,2,0,1348,0,0,"Norfolk, VA","USD",2011-03-23,2011-03-11,6,"comics","Comics"
5000,NA,NA,0,0,0,1460,0,0,"Toronto, Canada","CAD",2016-09-07,2016-08-08,3,"food","Restaurants"
11239,NA,NA,0,7,1,1578,1,0,"Mannheim, Germany","USD",2016-10-30,2016-08-31,4,"publishing","Publishing"
50000,0,0,0,0,1,2151,11,1,"Los Angeles, CA","USD",2012-09-29,2012-08-30,3,"music","Pop"
50000,9304,88,0,0,1,5133,5,1,"Alexandra, South Africa","USD",2012-08-29,2012-07-30,3,"film & video","Film & Video"
11000,11719,123,8,7,1,4377,14,0,"Meadowview, VA","USD",2015-05-02,2015-04-02,6,"design","Product Design"
4000,0,0,0,0,0,1514,0,0,"Seattle, WA","USD",2011-03-08,2011-01-13,1,"music","World Music"
2000,225,3,0,0,1,915,0,0,"De Land, FL","USD",2011-09-25,2011-08-26,1,"music","Music"
12000,285,9,0,0,0,1875,0,0,"Culver City, CA","USD",2014-08-14,2014-07-29,3,"music","Music"
18500,515,4,1,0,1,5714,0,0,"Scottsdale, AZ","USD",2012-03-23,2012-02-13,3,"publishing","Nonfiction"
3000,120,4,0,4,1,3227,0,0,"Southampton, UK","GBP",2013-04-11,2013-03-12,3,"film & video","Shorts"
2250,3725,91,7,20,1,2041,0,1,"Seattle, WA","USD",2014-07-15,2014-06-10,6,"music","Music"
2500,3089,49,11,4,1,2871,0,0,"Harrisburg, PA","USD",2012-10-09,2012-09-19,6,"film & video","Documentary"
600,901,19,0,0,1,0,0,0,"Berlin, Germany","EUR",2016-07-15,2016-06-15,6,"dance","Performances"
4000,4702,69,2,7,1,1461,0,0,"London, UK","GBP",2013-05-30,2013-04-30,6,"music","Pop"
15000,42149,311,56,7,1,1655,11,2,"Eagle Mountain, UT","USD",2016-09-24,2016-08-25,6,"design","Product Design"
260,25,3,0,0,1,1011,0,0,"London, UK","GBP",2016-06-18,2016-05-19,3,"journalism","Web"
500,561,16,2,5,1,2793,0,0,"Oakland, CA","USD",2012-01-06,2011-12-09,6,"fashion","Fashion"
5000,5060,73,1,0,1,1014,0,0,"Savannah, GA","USD",2013-08-19,2013-06-24,6,"music","Music"
5000,5435,42,0,6,1,1473,0,0,"Seattle, WA","USD",2011-07-17,2011-06-17,6,"music","Music"
1000,1012,12,0,1,1,1455,0,0,"Fort Smith, AR","USD",2013-12-22,2013-11-22,6,"music","Rock"
108801,124,4,0,0,1,2980,0,0,"New Orleans, LA","USD",2016-01-01,2015-12-11,3,"publishing","Nonfiction"
5400,1233,41,2,1,0,1249,24,0,"Cologne, Germany","EUR",2015-10-09,2015-09-09,3,"games","Playing Cards"
18000,10,1,0,0,0,2046,0,0,"London, Canada","CAD",2015-08-01,2015-06-22,3,"comics","Graphic Novels"
1000,81,4,2,0,0,440,0,0,"Arlington, TX","USD",2014-12-23,2014-11-23,3,"music","Music"
188000,1865,33,2,1,1,3612,1,0,"Chicago, IL","USD",2012-08-31,2012-08-01,3,"design","Product Design"
2000,530,7,0,0,0,760,0,0,"Bulawayo, Zimbabwe","CAD",2013-12-31,2013-12-09,3,"photography","Photography"
7000,8627,77,1,6,1,1263,0,0,"Los Angeles, CA","USD",2012-12-01,2012-11-01,6,"dance","Dance"
4500,30,2,0,6,1,1731,6,0,"Irving, NY","USD",2015-10-17,2015-08-18,3,"publishing","Art Books"
10000,4270,36,0,2,1,3533,0,0,"Sydney, AU","AUD",2015-10-17,2015-09-17,3,"publishing","Fiction"
5000,1352,71,7,3,1,1521,0,0,"Pittsburgh, PA","USD",2011-04-03,2011-02-23,3,"games","Tabletop Games"
1510,131,5,0,0,1,4072,6,0,"Searles Valley, CA","USD",2012-12-07,2012-10-23,3,"photography","Photography"
10500,11030,3,0,0,0,0,0,0,"Melbourne, AU","AUD",2015-04-11,2015-02-25,6,"film & video","Drama"
1200,1370,18,0,3,1,3294,0,0,"Brooklyn, NY","USD",2014-06-11,2014-05-21,6,"music","Classical Music"
2700,3624,99,3,10,1,2317,0,0,"Los Angeles, CA","USD",2012-02-26,2012-01-27,6,"film & video","Narrative Film"
15000,116,2,0,0,1,1555,2,0,"Boston, MA","USD",2016-04-24,2016-03-25,3,"fashion","Accessories"
2000,2091,87,0,2,1,977,0,0,"Erie, PA","USD",2011-07-27,2011-06-30,6,"music","World Music"
50000,53348,777,14,7,1,6154,21,1,"Pioppi, Italy","GBP",2015-11-02,2015-10-05,6,"film & video","Film & Video"
1000,1316,20,1,15,1,8856,9,0,"Pendleton, KY","USD",2013-06-19,2013-06-12,6,"crafts","Crafts"
5000,5041,62,10,7,1,2244,20,1,"New Smyrna Beach, FL","USD",2011-09-22,2011-09-01,6,"music","Music"
1150,17,2,0,0,1,2029,0,0,"Colorado Springs, CO","USD",2010-07-22,2010-04-23,3,"film & video","Film & Video"
12500,NA,NA,0,0,1,1739,0,0,"White Plains, NY","USD",2016-09-10,2016-07-16,3,"music","Classical Music"
5250,5607,46,1,3,1,1210,0,0,"Boston, MA","USD",2012-08-09,2012-07-24,6,"film & video","Shorts"
7200,7403,43,0,2,1,3539,0,0,"Seattle, WA","USD",2013-04-11,2013-03-20,6,"film & video","Documentary"
4000,4138,93,8,4,1,2231,0,0,"St. Paul, MN","USD",2011-06-15,2011-05-14,6,"music","Jazz"
1500,2735,37,0,0,1,1809,0,0,"Lansing, MI","USD",2011-03-01,2011-01-25,6,"music","Indie Rock"
3000,560,11,0,2,0,1335,0,0,"San Francisco, CA","USD",2010-01-15,2009-10-21,3,"publishing","Publishing"
5000,276,10,5,2,1,12986,17,0,"Canton, MI","USD",2015-01-10,2014-11-11,3,"comics","Graphic Novels"
7500,401,15,2,1,1,1881,5,0,"Phoenix, AZ","USD",2012-08-30,2012-07-16,3,"food","Food"
10000,25,1,0,0,1,1346,0,0,"Nitro, WV","USD",2016-06-09,2016-05-10,3,"design","Interactive Design"
10000,345,7,0,0,1,1070,0,0,"Santa Fe, NM","USD",2009-12-25,2009-09-26,3,"art","Painting"
2500,4319,23,5,2,0,2020,0,0,"New York, NY","USD",2009-08-11,2009-07-22,6,"film & video","Documentary"
27000,37806,461,154,31,1,1659,9,0,"San Francisco, CA","USD",2014-07-26,2014-06-25,6,"technology","Robots"
8500,637,10,0,2,1,1236,5,0,"Thousand Oaks, CA","USD",2012-10-28,2012-09-28,1,"publishing","Children's Books"
60000,52202,280,78,5,1,84,24,0,"Rowland Heights, CA","USD",2015-11-27,2015-10-20,1,"design","Product Design"
5000,155,3,0,0,1,297,0,5,"Detroit, MI","USD",2014-03-16,2014-01-30,3,"music","Hip-Hop"
650,2573,61,1,1,0,1887,0,0,"New York, NY","USD",2014-09-13,2014-08-08,6,"music","Music"
2500,0,0,0,0,0,2070,11,0,"Greater London, UK","GBP",2015-03-27,2015-02-25,3,"fashion","Apparel"
10000,25,1,0,0,1,1536,1,0,"Colorado Springs, CO","USD",2014-06-14,2014-05-15,3,"music","Hip-Hop"
2000,2181,76,22,15,1,1401,0,0,"","USD",2009-11-09,2009-10-22,6,"publishing","Nonfiction"
1650,144,11,0,8,0,6055,4,0,"Naperville, IL","USD",2016-03-31,2016-03-01,3,"crafts","DIY"
50000,10076,88,1,1,1,6471,12,0,"Miami, FL","USD",2012-12-02,2012-10-18,3,"design","Product Design"
2000,2055,24,4,0,0,1382,0,0,"","USD",2010-06-15,2010-04-07,6,"music","Classical Music"
55000,1660,27,0,3,1,253,6,0,"New York, NY","USD",2013-11-22,2013-10-08,1,"film & video","Documentary"
250,255,5,1,3,0,619,0,0,"Baltimore, MD","USD",2014-07-06,2014-06-06,6,"art","Art"
5000,5076,77,0,2,0,3042,0,0,"","USD",2010-07-12,2010-05-31,6,"publishing","Nonfiction"
76000,616,15,3,2,1,3663,4,1,"Mishawaka, IN","USD",2013-06-30,2013-05-23,3,"design","Product Design"
18000,21537,203,5,28,1,6777,15,0,"Fairfield, IA","AUD",2015-03-15,2015-02-13,6,"film & video","Shorts"
4000,7170,276,24,14,1,9328,9,0,"Brooklyn, NY","USD",2014-10-03,2014-09-03,6,"games","Tabletop Games"
12000,1015,4,0,0,0,991,0,0,"Fort Lauderdale, FL","USD",2011-07-28,2011-06-28,3,"technology","Technology"
1500,65,2,0,3,1,2441,0,0,"Anchorage, AK","USD",2013-07-02,2013-05-28,3,"publishing","Fiction"
50000,0,0,0,0,0,0,0,0,"Yakima, WA","USD",2012-11-24,2012-10-25,3,"crafts","Crafts"
1000,25,1,0,0,1,1004,0,0,"Atlanta, GA","USD",2010-06-15,2010-03-23,3,"music","Indie Rock"
3000,1,1,0,0,0,2284,5,0,"Oologah, OK","USD",2015-05-24,2015-03-25,1,"music","Music"
20000,374115,1380,160,17,1,4127,47,0,"Salt Lake City, UT","USD",2015-11-01,2015-09-02,6,"design","Product Design"
6000,6710,45,3,31,0,2648,0,0,"Los Angeles, CA","USD",2012-06-05,2012-04-06,6,"film & video","Shorts"
30011,NA,NA,247,9,1,1687,25,0,"Lebanon, PA","USD",2016-10-14,2016-09-15,4,"games","Tabletop Games"
4950,7534,151,8,10,1,2037,3,0,"Phoenix, AZ","USD",2012-01-15,2011-12-16,6,"music","Indie Rock"
5000,1183,7,0,1,1,1489,0,0,"Sacramento, CA","USD",2012-04-21,2012-03-05,3,"fashion","Fashion"
11000,40,3,0,1,1,3923,0,0,"Baton Rouge, LA","USD",2013-01-07,2012-12-05,3,"film & video","Webseries"
25000,25699,193,0,31,1,3016,0,0,"New York, NY","USD",2012-08-20,2012-07-21,6,"film & video","Documentary"
8000,0,0,0,0,0,872,0,0,"Washington, DC","USD",2014-08-25,2014-07-11,3,"music","Electronic Music"
6000,1410,20,0,0,0,1720,0,0,"Kitchener, Canada","CAD",2014-08-17,2014-07-18,3,"publishing","Translations"
5258,5732,111,13,25,1,2474,0,0,"New York, NY","USD",2010-09-02,2010-08-09,6,"fashion","Fashion"
10000,150,6,3,0,1,413,0,0,"Boston, MA","USD",2012-07-19,2012-06-19,3,"fashion","Fashion"
1000,202,9,0,0,1,3873,7,0,"New York, NY","USD",2013-06-20,2013-05-21,3,"comics","Comics"
3000,203,5,0,0,1,1309,0,0,"San Francisco, CA","USD",2012-03-26,2012-01-26,3,"film & video","Animation"
10000,25,1,0,0,0,804,0,0,"Atlanta, GA","USD",2015-12-03,2015-10-05,3,"film & video","Narrative Film"
13000,NA,NA,0,9,1,2487,7,0,"Chicago, IL","USD",2016-09-16,2016-08-03,3,"art","Public Art"
999,1005,23,2,4,1,2642,14,4,"Black Rock City, NV","USD",2012-09-08,2012-08-17,6,"art","Public Art"
4800,635,6,0,1,0,3240,6,0,"Seattle, WA","USD",2014-11-16,2014-10-30,3,"art","Illustration"
20000,5587,27,0,0,1,1067,13,0,"Toronto, Canada","CAD",2016-04-20,2016-03-06,3,"photography","People"
1500,2145,28,1,0,1,2853,2,0,"Black Rock City, NV","USD",2012-08-20,2012-08-02,6,"art","Public Art"
5500,1145,25,0,1,1,1893,0,0,"Moraga, CA","USD",2012-01-07,2011-12-03,3,"publishing","Publishing"
1000,1895,24,0,7,1,828,1,0,"Baltimore, MD","USD",2013-03-27,2013-02-25,6,"film & video","Film & Video"
5000,0,0,0,1,1,861,0,0,"Mission, TX","USD",2012-01-21,2011-12-22,3,"music","Rock"
5000,NA,NA,0,0,1,1954,2,0,"London, UK","GBP",2016-09-19,2016-08-31,3,"film & video","Documentary"
9000,0,0,0,0,0,462,1,0,"London, UK","GBP",2015-11-30,2015-10-06,3,"technology","Web"
20000,59376,617,68,12,1,7797,10,2,"London, UK","USD",2014-02-09,2014-01-09,6,"design","Product Design"
20000,NA,NA,0,0,0,2842,0,0,"Cleveland, OH","USD",2016-09-01,2016-08-02,3,"comics","Graphic Novels"
1000,485,41,1,0,0,326,0,0,"Virginia Beach, VA","USD",2015-08-20,2015-07-21,3,"design","Product Design"
10000,200,4,0,6,1,2221,15,0,"Miami Beach, FL","USD",2014-09-27,2014-07-29,3,"film & video","Thrillers"
500,736,14,1,0,1,357,0,0,"New York, NY","USD",2012-01-08,2012-01-02,6,"film & video","Shorts"
16600,22,4,0,0,0,1526,0,0,"Manchester, UK","GBP",2015-05-03,2015-03-04,3,"music","Classical Music"
1500,65,4,0,0,1,493,0,0,"Kalamazoo, MI","USD",2012-11-09,2012-10-10,3,"film & video","Narrative Film"
1000,1220,36,0,4,0,545,0,0,"Pittsburgh, PA","USD",2013-07-10,2013-06-12,6,"film & video","Shorts"
